esfera;co_uf;cod_ibge;no_ente;ano;populacao;indicador;cod_conta;conta;valor
Município;BA;2922904;Nova Soure;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;955574,55
Município;BA;2922904;Nova Soure;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5684629,63
Município;BA;2922904;Nova Soure;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1802459,84
Município;BA;2922904;Nova Soure;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6249880,12
Município;BA;2922904;Nova Soure;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1774468,64
Município;BA;2922904;Nova Soure;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6340281,75
Município;BA;2922904;Nova Soure;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1728064,43
Município;BA;2922904;Nova Soure;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9195534,01
Município;BA;2922904;Nova Soure;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1752510,62
Município;BA;2922904;Nova Soure;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10303530,51
Município;BA;2922904;Nova Soure;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2092096,44
Município;BA;2923001;Nova Viçosa;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12223657,18
Município;BA;2923001;Nova Viçosa;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2645474,66
Município;BA;2923001;Nova Viçosa;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13426796,58
Município;BA;2923001;Nova Viçosa;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;3504417,58
Município;BA;2923001;Nova Viçosa;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15719467,68
Município;BA;2923001;Nova Viçosa;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;5853840,59
Município;BA;2923001;Nova Viçosa;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15073211,14
Município;BA;2923001;Nova Viçosa;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;5621368,32
Município;BA;2923001;Nova Viçosa;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18740255,91
Município;BA;2923001;Nova Viçosa;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;6502965,74
Município;BA;2923001;Nova Viçosa;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;21484146,63
Município;BA;2923001;Nova Viçosa;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;8030056,53
Município;BA;2923035;Novo Horizonte;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2876374,22
Município;BA;2923035;Novo Horizonte;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;702067,59
Município;BA;2923035;Novo Horizonte;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3538580,32
Município;BA;2923035;Novo Horizonte;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;651828,82
Município;BA;2923035;Novo Horizonte;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3997501,45
Município;BA;2923035;Novo Horizonte;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2646702,55
Município;BA;2923035;Novo Horizonte;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4467747,32
Município;BA;2923035;Novo Horizonte;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;8925298,19
Município;BA;2923035;Novo Horizonte;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5475239,54
Município;BA;2923035;Novo Horizonte;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;5370696,75
Município;BA;2923035;Novo Horizonte;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6225952,48
Município;BA;2923035;Novo Horizonte;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;3115460,82
Município;BA;2923050;Novo Triunfo;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2285833,17
Município;BA;2923050;Novo Triunfo;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;212703,58
Município;BA;2923050;Novo Triunfo;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2920462,45
Município;BA;2923050;Novo Triunfo;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;123157,36
Município;BA;2923050;Novo Triunfo;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3222266,58
Município;BA;2923050;Novo Triunfo;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;243057,86
Município;BA;2923050;Novo Triunfo;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3441100,34
Município;BA;2923050;Novo Triunfo;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;603555,37
Município;BA;2923050;Novo Triunfo;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4217432,78
Município;BA;2923050;Novo Triunfo;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;691406,93
Município;BA;2923050;Novo Triunfo;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4322385,95
Município;BA;2923050;Novo Triunfo;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;814309,56
Município;BA;2923100;Olindina;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3960644,0
Município;BA;2923100;Olindina;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;701922,02
Município;BA;2923100;Olindina;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4929244,42
Município;BA;2923100;Olindina;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1528950,99
Município;BA;2923100;Olindina;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5369377,95
Município;BA;2923100;Olindina;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1986855,53
Município;BA;2923100;Olindina;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5641039,63
Município;BA;2923100;Olindina;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;4553615,78
Município;BA;2923100;Olindina;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8433023,55
Município;BA;2923100;Olindina;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3386663,05
Município;BA;2923100;Olindina;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8598881,83
Município;BA;2923100;Olindina;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;3049381,48
Município;BA;2923209;Oliveira dos Brejinhos;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5646220,1
Município;BA;2923209;Oliveira dos Brejinhos;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;5404968,02
Município;BA;2923209;Oliveira dos Brejinhos;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7097505,16
Município;BA;2923209;Oliveira dos Brejinhos;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;6820435,76
Município;BA;2923209;Oliveira dos Brejinhos;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7602165,79
Município;BA;2923209;Oliveira dos Brejinhos;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2253186,12
Município;BA;2923209;Oliveira dos Brejinhos;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8238554,46
Município;BA;2923209;Oliveira dos Brejinhos;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;6013494,98
Município;BA;2923209;Oliveira dos Brejinhos;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12500034,12
Município;BA;2923209;Oliveira dos Brejinhos;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3463147,42
Município;BA;2923209;Oliveira dos Brejinhos;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;16357607,26
Município;BA;2923209;Oliveira dos Brejinhos;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1562935,06
Município;BA;2923308;Ouriçangas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;1918493,98
Município;BA;2923308;Ouriçangas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;417638,15
Município;BA;2923308;Ouriçangas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2446180,44
Município;BA;2923308;Ouriçangas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;438983,31
Município;BA;2923308;Ouriçangas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2923463,9
Município;BA;2923308;Ouriçangas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;618609,32
Município;BA;2923308;Ouriçangas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3326451,1
Município;BA;2923308;Ouriçangas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;860567,99
Município;BA;2923308;Ouriçangas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3982217,14
Município;BA;2923308;Ouriçangas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;882133,77
Município;BA;2923308;Ouriçangas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4590465,99
Município;BA;2923308;Ouriçangas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;690528,9
Município;BA;2923357;Ourolândia;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4414604,35
Município;BA;2923357;Ourolândia;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;4491643,51
Município;BA;2923357;Ourolândia;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12343338,12
Município;BA;2923357;Ourolândia;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;870543,45
Município;BA;2923357;Ourolândia;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13219964,29
Município;BA;2923357;Ourolândia;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;3780283,09
Município;BA;2923357;Ourolândia;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6160743,39
Município;BA;2923357;Ourolândia;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;14143119,01
Município;BA;2923357;Ourolândia;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8455823,96
Município;BA;2923357;Ourolândia;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;17254349,76
Município;BA;2923357;Ourolândia;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10293515,62
Município;BA;2923357;Ourolândia;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;7958651,09
Município;BA;2923407;Palmas de Monte Alto;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4979504,78
Município;BA;2923407;Palmas de Monte Alto;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2350807,24
Município;BA;2923407;Palmas de Monte Alto;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6368427,48
Município;BA;2923407;Palmas de Monte Alto;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2177358,68
Município;BA;2923407;Palmas de Monte Alto;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7090253,09
Município;BA;2923407;Palmas de Monte Alto;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1575812,81
Município;BA;2923407;Palmas de Monte Alto;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7508126,23
Município;BA;2923407;Palmas de Monte Alto;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;879287,22
Município;BA;2923407;Palmas de Monte Alto;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9225457,1
Município;BA;2923407;Palmas de Monte Alto;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1189460,9
Município;BA;2923407;Palmas de Monte Alto;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10105693,75
Município;BA;2923407;Palmas de Monte Alto;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1648697,71
Município;BA;2923506;Palmeiras;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3007417,62
Município;BA;2923506;Palmeiras;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;548753,78
Município;BA;2923506;Palmeiras;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3906667,57
Município;BA;2923506;Palmeiras;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;617014,68
Município;BA;2923506;Palmeiras;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4331744,21
Município;BA;2923506;Palmeiras;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;924421,54
Município;BA;2923506;Palmeiras;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4597232,19
Município;BA;2923506;Palmeiras;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1099953,92
Município;BA;2923506;Palmeiras;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5707304,35
Município;BA;2923506;Palmeiras;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1504052,88
Município;BA;2923506;Palmeiras;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6853281,37
Município;BA;2923506;Palmeiras;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2355939,41
Município;BA;2923605;Paramirim;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4445088,17
Município;BA;2923605;Paramirim;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1583845,24
Município;BA;2923605;Paramirim;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5502695,56
Município;BA;2923605;Paramirim;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2083048,16
Município;BA;2923605;Paramirim;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5967566,46
Município;BA;2923605;Paramirim;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;3045275,94
Município;BA;2923605;Paramirim;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6568602,34
Município;BA;2923605;Paramirim;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;4716517,7
Município;BA;2923605;Paramirim;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8229852,21
Município;BA;2923605;Paramirim;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3773677,58
Município;BA;2923605;Paramirim;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9176092,41
Município;BA;2923605;Paramirim;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;3700299,13
Município;BA;2923704;Paratinga;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5428380,1
Município;BA;2923704;Paratinga;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;3593117,84
Município;BA;2923704;Paratinga;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6809830,44
Município;BA;2923704;Paratinga;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1193044,26
Município;BA;2923704;Paratinga;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7455360,12
Município;BA;2923704;Paratinga;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2404902,29
Município;BA;2923704;Paratinga;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7871174,89
Município;BA;2923704;Paratinga;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1672472,75
Município;BA;2923704;Paratinga;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12204468,64
Município;BA;2923704;Paratinga;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;935451,02
Município;BA;2923704;Paratinga;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13578404,2
Município;BA;2923704;Paratinga;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2326305,68
Município;BA;2923803;Paripiranga;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5391295,66
Município;BA;2923803;Paripiranga;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1143743,21
Município;BA;2923803;Paripiranga;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6798081,65
Município;BA;2923803;Paripiranga;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1261710,78
Município;BA;2923803;Paripiranga;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10042872,39
Município;BA;2923803;Paripiranga;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2167561,64
Município;BA;2923803;Paripiranga;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11369192,52
Município;BA;2923803;Paripiranga;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;2818662,21
Município;BA;2923803;Paripiranga;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;14749070,07
Município;BA;2923803;Paripiranga;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3546552,35
Município;BA;2923803;Paripiranga;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;16188597,14
Município;BA;2923803;Paripiranga;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;3030102,9
Município;BA;2923902;Pau Brasil;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2902735,49
Município;BA;2923902;Pau Brasil;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;109763,84
Município;BA;2923902;Pau Brasil;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3367513,13
Município;BA;2923902;Pau Brasil;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;95376,0
Município;BA;2923902;Pau Brasil;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3541672,44
Município;BA;2923902;Pau Brasil;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;162027,81
Município;BA;2923902;Pau Brasil;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3764634,69
Município;BA;2923902;Pau Brasil;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;303253,75
Município;BA;2923902;Pau Brasil;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4578319,05
Município;BA;2923902;Pau Brasil;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;434360,35
Município;BA;2923902;Pau Brasil;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5025627,91
Município;BA;2923902;Pau Brasil;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1008058,73
Município;BA;2924009;Paulo Afonso;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;113344535,08
Município;BA;2924009;Paulo Afonso;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;11787840,07
Município;BA;2924009;Paulo Afonso;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;124600343,8
Município;BA;2924009;Paulo Afonso;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;13643666,91
Município;BA;2924009;Paulo Afonso;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;135696926,07
Município;BA;2924009;Paulo Afonso;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;18631836,82
Município;BA;2924009;Paulo Afonso;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;124747739,84
Município;BA;2924009;Paulo Afonso;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;23630738,67
Município;BA;2924009;Paulo Afonso;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;116483851,42
Município;BA;2924009;Paulo Afonso;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;29163502,23
Município;BA;2924009;Paulo Afonso;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;118796258,77
Município;BA;2924009;Paulo Afonso;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;19598392,82
Município;BA;2924058;Pé de Serra;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2613613,74
Município;BA;2924058;Pé de Serra;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;318288,44
Município;BA;2924058;Pé de Serra;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3279605,92
Município;BA;2924058;Pé de Serra;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;243335,18
Município;BA;2924058;Pé de Serra;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3567847,57
Município;BA;2924058;Pé de Serra;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1060115,15
Município;BA;2924058;Pé de Serra;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3792180,5
Município;BA;2924058;Pé de Serra;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1044347,6
Município;BA;2924058;Pé de Serra;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4834843,73
Município;BA;2924058;Pé de Serra;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1184237,05
Município;BA;2924058;Pé de Serra;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5561488,29
Município;BA;2924058;Pé de Serra;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;827930,3
Município;BA;2924108;Pedrão;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;1796738,63
Município;BA;2924108;Pedrão;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;87346,86
Município;BA;2924108;Pedrão;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2240587,1
Município;BA;2924108;Pedrão;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;86307,52
Município;BA;2924108;Pedrão;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2430000,06
Município;BA;2924108;Pedrão;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;300792,66
Município;BA;2924108;Pedrão;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2591572,57
Município;BA;2924108;Pedrão;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;355677,45
Município;BA;2924108;Pedrão;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3014333,58
Município;BA;2924108;Pedrão;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;422227,46
Município;BA;2924108;Pedrão;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3321344,03
Município;BA;2924108;Pedrão;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;692571,18
Município;BA;2924207;Pedro Alexandre;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2985977,36
Município;BA;2924207;Pedro Alexandre;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;350438,16
Município;BA;2924207;Pedro Alexandre;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3623329,77
Município;BA;2924207;Pedro Alexandre;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;249180,45
Município;BA;2924207;Pedro Alexandre;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4324762,55
Município;BA;2924207;Pedro Alexandre;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;286212,27
Município;BA;2924207;Pedro Alexandre;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4549029,18
Município;BA;2924207;Pedro Alexandre;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;395022,21
Município;BA;2924207;Pedro Alexandre;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6133732,65
Município;BA;2924207;Pedro Alexandre;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;243177,19
Município;BA;2924207;Pedro Alexandre;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7168444,62
Município;BA;2924207;Pedro Alexandre;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1035921,21
Município;BA;2924306;Piatã;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4273360,89
Município;BA;2924306;Piatã;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1379718,99
Município;BA;2924306;Piatã;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5449545,56
Município;BA;2924306;Piatã;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;3529862,05
Município;BA;2924306;Piatã;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6514765,33
Município;BA;2924306;Piatã;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2803271,31
Município;BA;2924306;Piatã;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8658750,96
Município;BA;2924306;Piatã;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3932015,56
Município;BA;2924306;Piatã;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9091944,23
Município;BA;2924306;Piatã;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;3207124,91
Município;BA;2924306;Piatã;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10708635,18
Município;BA;2924306;Piatã;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2812294,47
Município;BA;2924405;Pilão Arcado;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12381111,01
Município;BA;2924405;Pilão Arcado;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1227815,74
